freq,size_emp,nace_r2,indic_is,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26.21 	29.24 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,AT	42.23 	: 	43.47 	43.87 	46.89 	51.59 	52.77 	55.39 	54.72 	57.64 	63.10 	64.25 	66.12 	65.13 	: u
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,BA	: 	: 	: 	: 	: 	: 	: 	: 	37.86 	37.86 	37.92 	43.46 	44.96 	46.28 	49.83 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,BE	55.34 	50.29 	50.02 	: u	: u	52.95 	55.27 	55.96 	58.56 	59.38 	65.21 	65.66 	69.13 	71.29 	72.95 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,BG	19.82 	21.40 	22.50 	23.90 	24.15 	24.97 	25.83 	26.67 	28.09 	28.73 	33.73 	36.76 	40.19 	39.69 	43.40 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,CY	34.35 	35.91 	36.19 	36.78 	40.30 	39.29 	40.57 	42.40 	43.42 	43.01 	46.22 	50.41 	55.46 	55.06 	54.71 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,CZ	31.83 	33.50 	34.33 	35.69 	37.54 	37.06 	36.93 	41.64 	42.92 	45.66 	49.41 	49.88 	51.97 	54.14 	55.55 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,DE	48.78 	51.67 	51.98 	51.41 	52.05 	52.04 	52.85 	54.21 	58.14 	59.26 	58.55 	59.98 	61.57 	64.36 	66.19 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,DK	64.32 	: 	63.58 	66.59 	70.65 	71.33 	72.67 	73.35 	75.17 	76.90 	77.36 	76.11 	79.65 	78.85 	79.45 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,EA	44.26 	45.75 	46.50 	47.71 	48.71 	50.05 	51.06 	52.54 	55.40 	56.57 	58.24 	59.73 	61.69 	62.49 	63.68 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,EE	43.38 	43.55 	43.84 	44.60 	42.49 	42.14 	43.86 	45.53 	47.71 	47.23 	50.62 	54.76 	55.42 	56.71 	59.17 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,EL	33.70 	32.97 	32.53 	36.82 	37.14 	37.69 	37.56 	38.09 	37.65 	38.04 	44.72 	45.10 	46.53 	47.46 	50.09 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,ES	44.12 	43.27 	46.91 	47.35 	47.13 	49.13 	49.86 	50.59 	51.25 	52.03 	55.67 	57.97 	59.81 	60.08 	61.87 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,EU15	45.77 	46.61 	48.30 	49.79 	50.86 	52.39 	53.20 	54.64 	57.42 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,EU25	43.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,EU27_2007	42.61 	43.22 	45.38 	46.80 	47.61 	49.07 	49.85 	51.39 	53.87 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,EU27_2020	41.70 	43.14 	44.32 	45.63 	46.35 	47.71 	48.62 	50.23 	52.69 	54.05 	56.45 	58.21 	60.24 	61.34 	62.77 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,EU28	42.56 	43.14 	45.32 	46.79 	47.56 	49.04 	49.81 	51.34 	53.81 	55.10 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,FI	64.11 	64.74 	65.04 	64.32 	69.67 	70.11 	70.04 	70.07 	71.61 	73.96 	80.37 	84.74 	86.46 	85.02 	86.90 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,FR	44.34 	45.72 	45.48 	49.26 	50.54 	53.48 	54.13 	54.77 	60.94 	61.84 	61.33 	62.80 	64.30 b	63.23 	63.18 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,HR	36.37 	37.35 	37.72 	45.06 	41.56 	44.95 	43.81 	44.08 	45.11 	46.42 	49.62 	56.32 	56.67 	56.91 	58.97 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,HU	29.50 	26.31 	32.81 	32.54 	35.36 	34.00 	37.36 	39.26 	41.01 	41.70 	44.67 	52.78 	56.82 	58.81 	61.09 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,IE	46.95 	45.01 	46.17 	49.47 	45.54 	46.44 	52.02 	51.29 	53.66 	54.84 	59.40 	61.21 	64.04 	67.89 	64.65 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,IS	97.80 	: 	99.80 	99.55 	100.00 	: 	: 	: 	: 	: 	100.00 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,IT	33.22 	35.52 	36.62 	37.54 	39.30 	41.12 	42.55 	45.05 	47.61 	49.92 	53.24 	54.01 	55.75 	54.95 	56.54 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,LT	28.37 	36.51 	38.66 	39.87 	37.89 	38.90 	39.82 	42.66 	43.71 	46.94 	54.51 	59.28 	62.17 	64.27 	59.79 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,LU	53.51 	53.35 	54.72 	52.84 	43.46 	44.49 	45.44 	46.08 	45.85 	47.21 	52.74 	54.27 	56.59 	59.53 	59.26 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,LV	25.62 	38.13 	38.95 	40.46 	40.79 	: u	40.72 	42.28 	44.13 	44.15 	44.36 	52.45 	55.37 	61.11 	61.89 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,ME	: 	: 	: 	: 	: 	: 	45.80 	49.56 	52.03 	52.46 	50.32 	59.32 	62.74 	70.19 	66.21 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,MK	22.11 	22.85 	26.17 	24.63 	26.40 	27.71 	27.44 	: 	: 	: 	35.27 	37.32 	: u	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,MT	35.19 	34.17 	37.40 	39.34 	43.02 	45.93 	44.40 	45.06 	45.11 	50.48 	52.64 	52.99 	56.47 	59.87 	59.48 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,NL	58.01 	57.22 	56.87 	58.12 	61.58 	61.41 	62.91 	68.69 	69.26 	68.70 	71.64 	72.80 	76.60 	78.04 	78.49 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,NO	62.76 	66.11 	66.75 	65.86 	64.46 	66.51 	70.04 	70.65 	68.87 	71.69 	82.40 	82.99 	86.03 	89.24 	87.93 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,PL	33.25 	35.19 	36.10 	37.25 	36.35 	38.16 	39.03 	39.75 	40.48 	43.24 	50.16 	52.78 	53.53 	55.26 	57.40 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,PT	29.96 	30.57 	31.60 	35.11 	35.47 	36.12 	35.77 	38.07 	37.43 	38.40 	42.76 	44.83 	48.15 	48.86 	50.53 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,RO	23.14 	27.51 	26.16 	28.20 	28.80 	29.66 	28.29 	32.31 	33.83 	30.88 	35.41 	37.82 	40.85 	41.84 	44.13 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,RS	: 	: 	: 	: 	38.65 	: 	: 	44.44 	44.47 	44.08 	48.11 	50.22 	57.47 	55.41 	59.00 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,SE	62.99 	64.52 	69.42 	70.94 	70.05 	72.09 	72.97 	74.91 	75.60 	81.66 	83.33 	82.98 	83.04 	86.83 b	87.90 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,SI	42.96 	44.72 	48.34 	48.29 	47.40 	48.39 	50.93 	51.46 	53.10 	51.99 	54.24 	58.24 	61.80 	61.13 	63.78 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,SK	33.02 	36.81 	38.71 	39.75 	37.71 	39.43 	41.28 	42.37 	42.69 	44.01 	48.06 	49.95 	52.17 	53.17 	56.28 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,TR	25.08 	: 	: 	: 	: 	25.51 	25.07 	24.78 	25.77 	24.81 	: 	48.09 	55.23 	57.22 	56.44 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP,UK	47.25 	: 	50.92 	53.09 	54.08 	55.97 	56.17 	57.32 	59.87 	60.87 	61.97 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,AT	82.59 	: 	85.63 	84.73 	87.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,BA	: 	: 	: 	: 	: 	: 	: 	: 	89.46 	90.18 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,BE	81.18 	79.45 	82.54 	: u	: u	84.85 	87.13 	86.99 	91.06 	91.37 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,BG	82.15 	82.88 	84.40 	85.89 	84.63 	85.67 	86.98 	88.45 	89.22 	89.41 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,CY	81.57 	82.88 	82.40 	85.36 	81.81 	85.09 	82.65 	84.87 	88.49 	89.41 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,CZ	79.95 	80.81 	81.53 	82.62 	82.04 	82.67 	77.56 	85.28 	85.46 	85.09 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,DE	79.42 	84.05 	84.52 	84.20 	: 	: 	88.47 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,DK	: 	: 	: 	: 	: 	100.00 	: 	: 	75.17 	76.90 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EA	80.98 	82.59 	83.63 	84.36 	86.45 	87.13 	88.30 	90.02 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EE	93.40 	94.26 	93.55 	95.04 	93.36 	93.23 	94.27 	93.93 	94.69 	93.97 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EL	83.53 	77.16 	81.07 	84.26 	82.22 	86.22 	86.51 	87.13 	88.78 	90.70 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,ES	80.19 	81.94 	84.89 	84.12 	82.99 	84.28 	85.56 	85.90 	87.36 	88.29 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU15	81.89 	82.58 	83.86 	85.42 	88.04 	88.85 	89.42 	91.21 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU25	81.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU27_2007	81.90 	82.41 	83.82 	85.31 	87.55 	88.44 	88.72 	90.44 	90.06 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU27_2020	81.49 	82.42 	83.62 	84.39 	86.35 	87.36 	87.66 	89.67 	88.29 	89.43 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,EU28	81.90 	82.42 	83.81 	85.31 	87.58 	88.47 	88.72 	90.42 	90.03 	90.85 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,FI	90.52 	90.52 	90.68 	89.24 	92.95 	92.09 	92.72 	91.76 	93.54 	95.37 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,FR	81.01 	79.41 	80.25 	83.93 	87.27 	87.70 	: 	91.62 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,HR	82.40 	82.96 	82.78 	: 	91.50 	91.36 	87.73 	87.74 	87.08 	89.31 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,HU	75.07 	63.95 	77.31 	75.40 	80.30 	79.54 	81.41 	83.22 	83.12 	86.01 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,IE	83.95 	83.70 	83.67 	86.10 	79.92 	81.90 	91.61 	92.07 	91.64 	93.99 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,IS	98.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,IT	78.01 	81.01 	80.82 	81.75 	85.97 	87.05 	87.90 	90.04 	88.00 	89.39 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,LT	89.87 	94.20 	89.71 	91.82 	91.67 	92.38 	91.47 	92.83 	90.56 	92.01 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,LV	89.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,ME	: 	: 	: 	: 	: 	: 	75.93 	80.33 	86.38 	89.09 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,MK	77.60 	76.32 	84.79 	82.09 	83.68 	85.19 	82.98 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,MT	73.42 	74.32 	78.64 	80.64 	82.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,NL	90.40 	88.22 	89.82 	89.45 	93.16 	91.76 	92.90 	94.77 	95.10 	95.06 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,NO	93.69 	93.24 	93.72 	92.87 	92.47 	93.01 	94.23 	93.59 	93.26 	94.12 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,PL	82.88 	83.22 	84.37 	85.05 	86.25 	88.16 	88.77 	87.14 	87.79 	90.64 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,PT	82.22 	85.44 	85.37 	87.18 	86.33 	87.06 	84.70 	89.96 	85.93 	86.04 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,RO	84.40 	85.62 	86.75 	89.13 	90.77 	92.36 	86.60 	90.85 	89.90 	89.72 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,RS	: 	: 	: 	: 	87.27 	: 	: 	92.42 	90.67 	84.64 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,SE	89.08 	: 	: 	: 	: 	: 	: 	96.01 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,SI	82.35 	82.67 	86.24 	86.53 	86.25 	88.24 	91.96 	90.86 	90.77 	91.93 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,SK	74.41 	80.12 	79.29 	82.83 	80.58 	81.08 	83.94 	84.04 	84.44 	84.96 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,TR	25.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,UK	83.85 	: 	84.70 	89.52 	91.68 	91.99 	92.60 	92.86 	94.53 	94.52 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,AT	: 	: 	43.65 	44.07 	47.07 	51.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,BE	: 	: 	50.39 	: u	: u	52.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,BG	: 	: 	23.56 	24.79 	24.85 	25.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,CY	: 	: 	36.57 	37.35 	40.73 	39.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,CZ	: 	: 	34.68 	36.04 	37.81 	37.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,DE	: 	: 	52.43 	51.77 	52.30 	52.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,DK	: 	: 	63.84 	66.85 	70.87 	71.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EA	: 	: 	46.83 	48.00 	48.95 	50.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EE	: 	: 	44.34 	45.08 	43.04 	42.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EL	: 	: 	33.41 	38.04 	38.57 	39.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,ES	: 	: 	47.30 	47.67 	47.39 	49.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EU15	: 	: 	48.66 	50.13 	51.16 	52.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EU27_2007	: 	: 	45.91 	47.31 	48.07 	49.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EU27_2020	: 	: 	44.85 	46.13 	46.79 	48.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EU28	: 	: 	45.85 	47.30 	48.03 	49.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,FI	: 	: 	65.04 	64.32 	69.69 	70.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,FR	: 	: 	45.56 	49.32 	50.61 	53.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,HR	: 	: 	38.24 	45.36 	41.98 	46.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,HU	: 	: 	33.47 	33.31 	35.95 	35.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,IE	: 	: 	47.01 	50.28 	45.88 	46.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,IS	: 	: 	100.00 	100.00 	100.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,IT	: 	: 	37.02 	37.84 	39.58 	41.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,LT	: 	: 	38.69 	39.91 	37.89 	38.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,LU	: 	: 	54.87 	53.02 	43.52 	44.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,LV	: 	: 	39.67 	40.87 	41.05 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,MK	: 	: 	27.13 	25.29 	27.06 	28.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,MT	: 	: 	38.29 	40.40 	44.03 	46.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,NL	: 	: 	56.87 	58.12 	61.58 	61.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,NO	: 	: 	67.42 	66.92 	64.84 	66.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,PL	: 	: 	36.68 	37.80 	36.99 	38.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,PT	: 	: 	31.80 	35.31 	35.57 	36.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,RO	: 	: 	28.58 	30.68 	30.80 	31.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,RS	: 	: 	: 	: 	38.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,SE	: 	: 	69.86 	71.59 	70.05 	72.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,SI	: 	: 	48.65 	48.59 	47.65 	48.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,SK	: 	: 	38.97 	40.05 	38.06 	39.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,TR	: 	: 	: 	: 	: 	26.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,UK	: 	: 	51.44 	53.64 	54.71 	56.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,AT	: 	: 	43.76 	44.25 	47.19 	51.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,BE	: 	: 	50.68 	: u	: u	53.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,BG	: 	: 	23.97 	25.10 	25.09 	25.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,CY	: 	: 	36.82 	37.79 	40.85 	39.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,CZ	: 	: 	34.74 	36.13 	37.88 	37.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,DE	: 	: 	52.57 	51.87 	52.45 	52.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,DK	: 	: 	63.98 	66.90 	70.89 	71.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EA	: 	: 	47.01 	48.16 	49.07 	50.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EE	: 	: 	44.45 	45.18 	43.18 	42.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EL	: 	: 	33.70 	38.63 	38.80 	39.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,ES	: 	: 	47.57 	47.98 	47.60 	49.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EU15	: 	: 	48.84 	50.28 	51.30 	52.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EU27_2007	: 	: 	46.11 	47.48 	48.23 	49.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EU27_2020	: 	: 	45.06 	46.32 	46.96 	48.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EU28	: 	: 	46.05 	47.47 	48.19 	49.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,FI	: 	: 	65.04 	64.32 	69.69 	70.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,FR	: 	: 	45.61 	49.36 	50.65 	53.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,HR	: 	: 	38.40 	45.68 	41.98 	46.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,HU	: 	: 	33.80 	33.69 	36.32 	35.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,IE	: 	: 	47.21 	50.43 	46.01 	46.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,IS	: 	: 	100.00 	100.00 	100.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,IT	: 	: 	37.33 	38.07 	39.61 	41.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,GE10,C10-S951_X_K,P_IUSE,PC_EMP_IACC,LT	: 	: 	38.69 	39.91 	37.89 	38.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 
