freq,size_emp,nace_r2,indic_is,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,HR	84.52 	87.93 	89.94 	: 	97.08 	95.36 	94.03 	95.30 	96.09 	95.65 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,HU	84.04 	78.45 	84.61 	82.08 	86.25 	86.51 	87.75 	88.98 	89.50 	92.03 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,IE	88.38 	88.25 	89.15 	91.41 	83.38 	82.83 	80.03 	82.86 	80.81 	87.37 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,IS	97.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,IT	84.69 	87.17 	87.76 	86.35 	90.26 	90.26 	91.00 	92.43 	88.82 	89.88 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,LT	94.74 	95.93 	93.32 	95.28 	97.44 	96.72 	96.98 	96.71 	92.53 	93.05 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,LV	93.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,ME	: 	: 	: 	: 	: 	: 	65.50 	77.68 	84.99 	88.37 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,MK	81.06 	82.27 	: u	85.90 	88.18 	92.41 	93.53 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,MT	86.45 	82.69 	85.02 	87.49 	88.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,NL	92.89 	91.05 	90.66 	91.34 	93.97 	93.56 	94.29 	95.03 	95.42 	95.28 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,NO	93.30 	91.75 	94.31 	94.40 	92.95 	94.21 	93.56 	93.25 	93.21 	95.38 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,PL	90.57 	89.53 	91.49 	92.46 	92.06 	93.26 	92.86 	93.23 	92.75 	94.22 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,PT	87.18 	91.51 	90.45 	91.43 	90.42 	91.60 	90.15 	93.65 	91.35 	91.18 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,RO	87.74 	87.78 	89.63 	92.71 	93.65 	92.70 	90.69 	93.24 	89.60 	92.19 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,RS	: 	: 	: 	: 	95.27 	: 	: 	95.68 	93.76 	94.67 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,SE	89.65 	: 	: 	: 	: 	: 	: 	95.49 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,SI	88.80 	90.71 	92.34 	92.53 	93.01 	93.69 	96.59 	96.21 	95.59 	96.55 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,SK	91.00 	90.52 	93.39 	96.08 	94.39 	94.64 	95.11 	95.63 	95.58 	95.80 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,TR	30.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,UK	88.93 	: 	88.88 	91.87 	95.13 	92.53 	95.90 	94.81 	96.46 	96.59 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,AT	: 	: 	40.49 	42.04 	44.02 	47.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,BE	: 	: 	42.55 	: u	: u	46.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,BG	: 	: 	27.23 	29.15 	28.90 	30.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,CY	: 	: 	38.38 	38.52 	43.52 	45.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,CZ	: 	: 	41.22 	42.72 	44.94 	43.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,DE	: 	: 	49.99 	50.93 	47.61 	49.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,DK	: 	: 	61.05 	62.87 	67.91 	68.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EA	: 	: 	43.85 	45.26 	44.74 	46.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EE	: 	: 	45.67 	44.83 	44.14 	44.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EL	: 	: 	39.47 	41.34 	41.53 	38.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,ES	: 	: 	44.66 	45.21 	45.31 	49.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EU15	: 	: 	45.02 	47.80 	47.38 	48.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EU27_2007	: 	: 	43.37 	45.85 	44.99 	45.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EU27_2020	: 	: 	42.81 	44.35 	43.41 	45.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,EU28	: 	: 	43.38 	45.89 	45.00 	46.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,FI	: 	: 	59.80 	61.58 	63.42 	64.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,FR	: 	: 	42.33 	44.57 	43.45 	44.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,HR	: 	: 	45.78 	52.06 	46.45 	53.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,HU	: 	: 	35.20 	35.51 	36.50 	35.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,IE	: 	: 	48.32 	51.61 	47.54 	46.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,IS	: 	: 	100.00 	100.00 	100.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,IT	: 	: 	36.58 	36.28 	38.27 	40.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,LT	: 	: 	40.39 	42.38 	39.87 	41.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,LU	: 	: 	: c	50.92 	44.86 	46.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,LV	: 	: 	38.97 	39.82 	40.71 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,MK	: 	: 	: u	33.92 	35.94 	38.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,MT	: 	: 	42.48 	46.29 	47.73 	49.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,NL	: 	: 	52.32 	55.09 	58.01 	59.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,NO	: 	: 	65.15 	64.05 	60.60 	62.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,PL	: 	: 	37.33 	38.08 	36.31 	37.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,PT	: 	: 	31.95 	37.79 	36.05 	37.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,RO	: 	: 	27.28 	30.75 	28.35 	28.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,RS	: 	: 	: 	: 	53.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,SE	: 	: 	63.90 	67.11 	63.52 	66.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,SI	: 	: 	52.93 	51.88 	53.90 	52.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,SK	: 	: 	49.24 	51.85 	45.96 	49.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,TR	: 	: 	: 	: 	: 	29.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,UK	: 	: 	46.96 	57.19 	56.66 	51.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,AT	: 	: 	40.78 	42.58 	44.36 	47.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,BE	: 	: 	43.08 	: u	: u	47.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,BG	: 	: 	28.29 	30.02 	29.60 	31.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,CY	: 	: 	38.91 	39.68 	43.85 	45.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,CZ	: 	: 	41.41 	43.02 	45.22 	43.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,DE	: 	: 	50.39 	51.18 	48.06 	49.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,DK	: 	: 	61.34 	62.96 	67.95 	68.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EA	: 	: 	44.30 	45.66 	45.03 	46.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EE	: 	: 	45.90 	45.11 	44.57 	44.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EL	: 	: 	40.24 	42.62 	41.94 	39.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,ES	: 	: 	45.32 	45.97 	45.80 	50.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EU15	: 	: 	45.46 	48.17 	47.70 	48.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EU27_2007	: 	: 	43.87 	46.28 	45.40 	46.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EU27_2020	: 	: 	43.33 	44.81 	43.82 	45.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,EU28	: 	: 	43.88 	46.32 	45.40 	46.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,FI	: 	: 	59.80 	61.58 	63.42 	64.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,FR	: 	: 	42.49 	44.67 	43.56 	44.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,HR	: 	: 	46.34 	52.42 	46.45 	53.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,HU	: 	: 	36.18 	36.50 	37.38 	36.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,IE	: 	: 	48.64 	52.04 	47.87 	47.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,IS	: 	: 	100.00 	100.00 	100.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,IT	: 	: 	37.20 	36.73 	38.34 	40.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,LT	: 	: 	40.39 	42.38 	39.87 	41.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,LU	: 	: 	: c	51.27 	44.94 	46.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,LV	: 	: 	40.93 	41.13 	41.43 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,MK	: 	: 	: u	34.70 	36.53 	39.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,MT	: 	: 	43.08 	46.79 	47.94 	50.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,NL	: 	: 	52.35 	55.19 	58.03 	59.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,NO	: 	: 	65.65 	64.70 	61.06 	62.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,PL	: 	: 	37.86 	38.60 	36.76 	37.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,PT	: 	: 	32.75 	38.58 	36.84 	37.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,RO	: 	: 	28.00 	31.49 	29.29 	29.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,RS	: 	: 	: 	: 	53.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,SE	: 	: 	64.14 	67.43 	65.13 	67.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,SI	: 	: 	52.93 	52.06 	53.90 	52.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,SK	: 	: 	49.87 	52.12 	46.19 	49.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,TR	: 	: 	: 	: 	: 	30.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,10-49,C10-S951_X_K,P_IUSE,PC_EMP_IACC,UK	: 	: 	47.36 	57.37 	56.99 	51.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,2-9,C10-S951_X_K,P_CUSE,PC_EMP,BE	: 	: 	: 	: 	: 	: 	: 	: 	57.93 	55.81 	: 	: 	: 	: 	: 
A,2-9,C10-S951_X_K,P_CUSE,PC_EMP,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	85.17 	: 	: 	: 	: 	: 
A,2-9,C10-S951_X_K,P_CUSE,PC_EMP,SK	: 	: 	: 	: 	: 	: 	: 	66.90 	: 	: 	: 	: 	: 	: 	: 
A,2-9,C10-S951_X_K,P_IUSE,PC_EMP,BE	: 	: 	: 	: 	: 	: 	: 	: 	55.24 	52.17 	65.31 	63.15 	68.05 	66.71 	71.21 
A,2-9,C10-S951_X_K,P_IUSE,PC_EMP,DE	: 	: 	: 	: 	: 	: 	: 	62.18 	65.23 	65.66 	68.26 	68.84 	69.88 	69.49 	71.45 
A,2-9,C10-S951_X_K,P_IUSE,PC_EMP,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	63.36 b	: 	: 
A,2-9,C10-S951_X_K,P_IUSE,PC_EMP,LV	: 	: 	: 	: 	: 	: 	: 	59.05 	: 	: 	: 	: 	: 	: 	: 
A,2-9,C10-S951_X_K,P_IUSE,PC_EMP,NL	: 	: 	: 	: 	: 	: 	: 	: 	65.63 	71.05 	75.65 	76.61 	82.61 	83.11 	83.67 
A,2-9,C10-S951_X_K,P_IUSE,PC_EMP,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	51.94 	55.69 	57.90 	58.07 	60.16 
A,2-9,C10-S951_X_K,P_IUSE,PC_EMP,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88.11 	87.62 	86.59 	: 	88.59 
A,2-9,C10-S951_X_K,P_IUSE,PC_EMP,SK	: 	: 	: 	: 	: 	: 	: 	64.47 	: 	: 	: 	: 	: 	: 	: 
A,2-9,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,BE	: 	: 	: 	: 	: 	: 	: 	: 	95.36 	93.49 	: 	: 	: 	: 	: 
A,2-9,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	83.42 	: 	: 	: 	: 	: 
A,2-9,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,SK	: 	: 	: 	: 	: 	: 	: 	96.37 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_CUSE,PC_EMP,BE	53.11 	41.23 	40.07 	: u	: u	55.01 	55.26 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_CUSE,PC_EMP,DE	59.53 	57.32 	61.81 	: u	: 	: 	60.18 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_CUSE,PC_EMP,PT	36.95 	37.62 	38.41 	42.85 	47.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_CUSE,PC_EMP,SI	: 	: 	: 	60.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_CUSE,PC_EMP,SK	60.86 	66.64 	61.52 	65.73 	65.43 	65.00 	60.39 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,BE	: 	: 	43.05 	: u	: u	55.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,DE	: 	: 	65.51 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,PT	: 	: 	48.96 	50.00 	52.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,SI	: 	: 	: 	63.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_CUSE,PC_EMP_CUSE2,SK	: 	: 	66.02 	70.47 	68.84 	68.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP,BE	46.87 	37.39 	35.67 	: u	: u	50.58 	51.12 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP,DE	53.95 	51.87 	57.41 	: u	56.28 	59.48 	55.01 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP,DK	: 	: 	: 	: 	: 	: 	68.02 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP,PT	31.38 	33.91 	33.99 	37.73 	42.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP,SI	: 	: 	: 	55.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP,SK	57.37 	62.55 	60.34 	62.36 	61.80 	63.23 	58.83 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,BE	88.23 	90.69 	89.02 	: u	: u	91.95 	92.50 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,DE	90.64 	90.49 	92.88 	: u	: 	: 	91.41 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,PT	84.94 	90.13 	88.50 	88.04 	88.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,SI	: 	: 	: 	92.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP_CUSE,SK	94.25 	93.86 	98.08 	94.87 	94.45 	97.27 	97.40 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,BE	: 	: 	38.32 	: u	: u	50.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,DE	: 	: 	60.85 	: u	58.23 	61.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,PT	: 	: 	43.32 	44.02 	46.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,SI	: 	: 	: 	58.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP_CUSE2,SK	: 	: 	64.75 	66.86 	65.03 	66.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP_IACC,BE	: 	: 	39.23 	: u	: u	51.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP_IACC,DE	: 	: 	61.68 	: u	59.23 	62.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP_IACC,PT	: 	: 	46.83 	47.75 	49.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP_IACC,SI	: 	: 	: 	59.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,5-9,C10-S951_X_K,P_IUSE,PC_EMP_IACC,SK	: 	: 	65.29 	68.68 	65.30 	67.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,AT	51.19 	: 	49.26 	50.82 	50.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,BA	: 	: 	: 	: 	: 	: 	: 	: 	39.46 	39.88 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,BE	69.22 	62.64 	60.74 	: u	: u	58.17 	59.71 	59.03 	60.25 	61.41 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,BG	20.77 	25.09 	24.93 	25.68 	26.64 	26.34 	27.79 	27.51 	28.00 	29.56 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,CY	40.24 	40.68 	43.27 	43.25 	43.77 	41.49 	46.74 	47.87 	46.68 	45.91 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,CZ	38.09 	39.44 	40.91 	41.71 	45.02 	43.80 	50.39 	46.87 	48.56 	50.88 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,DE	58.73 	58.34 	57.82 	57.99 	: 	: 	56.96 	: 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,DK	: 	: 	: 	: 	: 	72.06 	: 	: 	100.00 	100.00 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,EA	53.82 	54.29 	54.42 	55.40 	52.99 	54.30 	55.65 	56.07 	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,EE	46.18 	44.82 	45.62 	47.03 	46.29 	44.62 	46.06 	48.66 	50.48 	50.48 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,P_CUSE,PC_EMP,EL	41.72 	44.56 	45.20 	46.01 	47.57 	49.44 	46.59 	44.81 	45.27 	43.77 	: 	: 	: 	: 	: 
